"nama","gender","usia","area","ses","user_ts","user_ns","tom","unaided_1","unaided_2","unaided_3"
"Shinkle, Elise","F","11 - 15 th","PUMA","Super","ya","ya","mnc tv","trans tv","net","rcti"
"al-Wahba, Marjaana","M","26 - 30 th","Jabodetabek","Mid","tidak","ya","sctv","inews","trans7","mnc tv"
"Archuleta, Joshua","F","26 - 30 th","Jabar","Up2","ya","ya","sctv","trans tv","trans7","inews"
"Garner, Stephen","F","26 - 30 th","BARA","Mid","ya","ya","net","rcti","tv one","trans7"
"Hernandez, Destiny","M","26 - 30 th","PUMA","Super","ya","ya","rcti","trans7","net","inews"
"Ramirez, Joshua","F","> 30 th","Jatim","Up1","ya","ya","sctv","mnc tv","net","tv one"
"Ruiz, Michael","F","> 30 th","Jatim","Super","tidak","ya","trans7","inews","sctv","net"
"Fu, Karlee","F","26 - 30 th","Jabar","Super","ya","ya","net","rcti","mnc tv","inews"
"Nguyen, Karen","F","26 - 30 th","Jabar","Mid","ya","ya","trans tv","trans7","net","rcti"
"Aviado II, Rosie","F","> 30 th","SUM 2","Up1","ya","ya","trans tv","net","sctv","trans7"
"Mestas, Luis","M","26 - 30 th","PUMA","Up2","tidak","ya","sctv","inews","mnc tv","rcti"
"Pham, Joshua","M","11 - 15 th","Jateng","Mid","ya","ya","inews","net","indosiar","trans7"
"Williams, Cass","M","21 - 25 th","SUM 1","Mid","ya","tidak","net","inews","trans7","trans tv"
"White, Rachael","M","16 - 20 th","Jabar","Mid","ya","ya","trans7","trans tv","indosiar","sctv"
"Vigil, Alaina","M","16 - 20 th","Jabar","Up1","ya","ya","trans tv","inews","sctv","trans7"
"el-Suleiman, Husniyya","F","16 - 20 th","SUM 1","Mid","ya","ya","rcti","net","indosiar","tv one"
"al-Yassin, Haafil","F","21 - 25 th","Jabodetabek","Up2","ya","tidak","rcti","trans7","net","mnc tv"
"Blumenfeld, Alexis","F","11 - 15 th","SUM 2","Mid","tidak","tidak","net","rcti","inews","trans tv"
"Summa, Cambria","F","21 - 25 th","Jatim","Mid","ya","ya","trans tv","indosiar","net","sctv"
"Rivera, Matthew","M","21 - 25 th","Jateng","Up1","ya","ya","inews","net","sctv","indosiar"
"Ali, Donovan","M","16 - 20 th","PUMA","Super","tidak","ya","sctv","indosiar","rcti","inews"
"Montoya-Kunter, Miriam","F","26 - 30 th","PUMA","Mid","ya","ya","trans tv","trans7","mnc tv","net"
"Chen, Nicole","M","26 - 30 th","SUM 2","Mid","ya","ya","trans tv","sctv","tv one","net"
"Mancini, Dana","M","21 - 25 th","Jabodetabek","Mid","tidak","ya","net","rcti","sctv","indosiar"
"Sexton, Tommy","M","21 - 25 th","PUMA","Mid","tidak","ya","rcti","trans7","mnc tv","net"
"Jackson, Nyree","F","11 - 15 th","Jateng","Mid","ya","ya","rcti","net","trans tv","mnc tv"
"Swimmer, Maurice","F","21 - 25 th","PUMA","Up2","tidak","tidak","trans7","trans tv","inews","net"
"Mohrman, Kris","M","26 - 30 th","Jabar","Mid","ya","ya","net","trans7","sctv","inews"
"el-Musa, Aiman","M","21 - 25 th","Jabodetabek","Mid","ya","tidak","mnc tv","trans7","net","trans tv"
"Engard, Johnathan","M","21 - 25 th","Jabar","Super","ya","tidak","net","trans7","trans tv","tv one"
"Bernal, Brandon","M","26 - 30 th","Sulawesi","Mid","ya","ya","sctv","mnc tv","inews","rcti"
"Cope, Alexandra","F","> 30 th","SUM 2","Mid","tidak","ya","mnc tv","rcti","inews","net"
"Vega, Michael","F","21 - 25 th","SUM 2","Super","tidak","ya","mnc tv","sctv","inews","trans7"
"Martinez-Flores, Jennifer","F","16 - 20 th","Jateng","Mid","ya","ya","inews","tv one","indosiar","net"
"Ward, Jamie","F","26 - 30 th","PUMA","Mid","tidak","ya","net","trans7","mnc tv","inews"
"Jauch, Donovan","F","21 - 25 th","PUMA","Mid","tidak","ya","tv one","inews","rcti","net"
"Pray, Tonikka","M","> 30 th","Sulawesi","Up2","tidak","ya","trans7","rcti","net","indosiar"
"Palestino-Rios, Juan Sebastian","M","11 - 15 th","Jatim","Super","tidak","ya","trans tv","net","indosiar","rcti"
"Brown, Annabelle","F","> 30 th","Jabodetabek","Up2","tidak","ya","net","sctv","rcti","trans7"
"Maldonado, Elizabeth","F","21 - 25 th","Jabodetabek","Mid","ya","ya","trans7","tv one","sctv","rcti"
"Jurado-Chavez, Cristina","F","26 - 30 th","Jatim","Super","ya","ya","net","trans tv","trans7","rcti"
"Jones, Jaquon","M","21 - 25 th","Jabodetabek","Mid","ya","tidak","net","trans tv","inews","sctv"
"el-Amin, Masood","F","26 - 30 th","Jateng","Mid","ya","ya","mnc tv","rcti","inews","sctv"
"Thomsen, Tawfiq","M","26 - 30 th","Jatim","Super","ya","ya","net","trans tv","inews","trans7"
"Musser, Kelsey","F","16 - 20 th","PUMA","Up1","ya","ya","sctv","trans7","net","mnc tv"
"Medina, Erik","M","26 - 30 th","SUM 1","Up1","ya","ya","trans tv","mnc tv","net","sctv"
"Mack, Adam","F","21 - 25 th","Jatim","Mid","tidak","ya","net","trans7","rcti","trans tv"
"Whitebull-Delgado, Gabriel","M","21 - 25 th","Jabodetabek","Mid","tidak","tidak","indosiar","net","sctv","trans7"
"Salindeho, Bu","M","> 30 th","Jabar","Mid","tidak","ya","trans7","inews","trans tv","net"
"Tucker, William","F","11 - 15 th","SUM 2","Up1","tidak","ya","trans7","inews","indosiar","sctv"
"Tindle, Colton","M","16 - 20 th","SUM 1","Mid","tidak","ya","rcti","trans7","net","trans tv"
"Puebla-Flores, Luis","M","16 - 20 th","Sulawesi","Up1","ya","ya","indosiar","net","rcti","inews"
"Manhertz, Kailon","F","26 - 30 th","BARA","Mid","tidak","ya","rcti","trans7","trans tv","inews"
"Smith, Kevin","F","26 - 30 th","Jatim","Up1","ya","tidak","rcti","sctv","indosiar","tv one"
"Lowry, Akayla","F","21 - 25 th","Sulawesi","Mid","ya","tidak","trans7","sctv","net","trans tv"
"Bohay, Christina","M","16 - 20 th","Jabar","Mid","ya","ya","trans7","net","trans tv","sctv"
"Franko, Brenda","F","16 - 20 th","Jateng","Mid","ya","ya","rcti","tv one","trans7","sctv"
"al-Shareef, Faaris","F","16 - 20 th","Jabodetabek","Super","ya","ya","mnc tv","net","trans7","trans tv"
"Georgoulias, Yeon Soo","M","> 30 th","Jatim","Up2","tidak","ya","trans7","trans tv","rcti","mnc tv"
"Castillo, Angelic","F","21 - 25 th","Kalimantan","Mid","ya","ya","net","sctv","inews","trans7"
"Bear, Christina","M","21 - 25 th","Sulawesi","Mid","ya","ya","sctv","rcti","inews","net"
"Haynes, Tyler","F","26 - 30 th","Jabodetabek","Up1","tidak","ya","sctv","trans7","mnc tv","net"
"Austin, Lorena","F","16 - 20 th","SUM 1","Mid","tidak","ya","net","rcti","trans7","inews"
"al-Jalil, Fuaada","F","21 - 25 th","Kalimantan","Up1","ya","ya","indosiar","trans tv","sctv","net"
"May, Jennifer","F","> 30 th","BARA","Mid","tidak","ya","trans7","inews","net","indosiar"
"Salcido, Jennifer","F","21 - 25 th","Jabodetabek","Mid","ya","ya","trans tv","mnc tv","tv one","rcti"
"Lehmann, Robin","M","21 - 25 th","Sulawesi","Mid","ya","ya","trans7","indosiar","sctv","trans tv"
"Willmann, Kylina","F","26 - 30 th","PUMA","Mid","tidak","ya","mnc tv","inews","indosiar","net"
"el-Hussain, Zuraara","M","> 30 th","Jabodetabek","Mid","tidak","ya","trans7","rcti","net","indosiar"
"Schmiedbauer, Jacob","M","21 - 25 th","Jabodetabek","Up1","ya","ya","rcti","mnc tv","trans7","inews"
"Douglas, Destiny","M","11 - 15 th","Jateng","Super","ya","ya","net","sctv","inews","rcti"
"Qi, Alysse","M","21 - 25 th","Jatim","Up2","tidak","ya","trans tv","inews","net","trans7"
"al-Farran, Ghaalib","M","21 - 25 th","Sulawesi","Mid","ya","ya","net","tv one","trans7","rcti"
"Drum, Nathaniel","M","16 - 20 th","Jatim","Super","tidak","ya","rcti","trans7","trans tv","tv one"
"Garcia, Cody","M","26 - 30 th","SUM 2","Mid","ya","ya","trans7","net","sctv","rcti"
"Torres Dominguez, Ricky","M","11 - 15 th","SUM 2","Up1","ya","ya","trans7","inews","net","trans tv"
"Yang, Ariel","M","> 30 th","Jateng","Up1","tidak","ya","rcti","trans tv","indosiar","sctv"
"Nguyen, Brett","F","> 30 th","Jatim","Mid","tidak","ya","trans tv","trans7","inews","mnc tv"
"Rollerson, Lexess","M","16 - 20 th","Jateng","Mid","ya","ya","rcti","mnc tv","net","trans tv"
"Cordova, Zachary","M","> 30 th","Jateng","Super","ya","ya","tv one","net","indosiar","sctv"
"Gee-Taylor, Yee Joo","F","21 - 25 th","SUM 2","Up1","tidak","tidak","net","trans7","mnc tv","trans tv"
"Gonzales, Jane","M","> 30 th","SUM 2","Super","tidak","ya","mnc tv","net","rcti","inews"
"Johnson, Destinee","M","16 - 20 th","Jateng","Up1","tidak","ya","net","trans7","rcti","inews"
"Ramirez, Daniel","M","16 - 20 th","Jatim","Up2","tidak","ya","rcti","trans tv","net","trans7"
"el-Bangura, Musheer","M","21 - 25 th","Jabar","Up1","tidak","ya","rcti","inews","sctv","indosiar"
"Fletcher-Pettis, Adesua","F","21 - 25 th","PUMA","Super","ya","ya","rcti","net","trans tv","inews"
"Gonzalez, Megan","F","> 30 th","Jabar","Up1","ya","tidak","trans tv","trans7","sctv","net"
"Stein, Tyler","F","26 - 30 th","BARA","Up1","ya","ya","trans7","net","sctv","mnc tv"
"Edwards, Chantal","M","> 30 th","Jabodetabek","Super","ya","tidak","trans tv","tv one","rcti","trans7"
"Rosa, Sarena","F","16 - 20 th","Jabodetabek","Mid","ya","ya","sctv","indosiar","trans tv","net"
"Altamirano, Jonathan","M","26 - 30 th","Kalimantan","Up1","ya","ya","trans tv","inews","sctv","net"
"Arnold, Emma","M","26 - 30 th","SUM 2","Up2","tidak","ya","indosiar","mnc tv","sctv","trans7"
"Scaggs, Amari","M","21 - 25 th","Jabodetabek","Mid","ya","ya","trans7","rcti","trans tv","net"
"Martinez, Charline","M","16 - 20 th","SUM 2","Up1","tidak","ya","net","inews","mnc tv","sctv"
"Alvarado, Cecilia","M","21 - 25 th","Jabodetabek","Mid","ya","ya","mnc tv","rcti","tv one","net"
"Schipper, Steven","F","11 - 15 th","Jateng","Mid","ya","ya","net","tv one","sctv","trans tv"
"Galloway, Zyaria","F","26 - 30 th","SUM 1","Mid","ya","tidak","trans7","indosiar","net","inews"
"Dabney, Elijah","F","> 30 th","Jabar","Super","tidak","ya","sctv","trans7","mnc tv","net"
"Powell, Akshay","F","> 30 th","Sulawesi","Up1","tidak","ya","indosiar","net","inews","rcti"
"Keys, Myanne","M","21 - 25 th","Sulawesi","Mid","ya","ya","trans7","trans tv","inews","mnc tv"
"el-Samra, Raita","M","> 30 th","SUM 2","Mid","ya","tidak","mnc tv","sctv","net","trans7"
"Raymonde, Dillon","M","21 - 25 th","SUM 2","Mid","tidak","tidak","inews","sctv","trans7","trans tv"
"Squalls, Joshua","M","21 - 25 th","SUM 1","Super","tidak","ya","inews","trans7","mnc tv","net"
"Morales, Santiago","F","16 - 20 th","Jateng","Up2","ya","tidak","net","trans tv","sctv","rcti"
"Ransom, Chance","M","16 - 20 th","Jabodetabek","Mid","ya","ya","rcti","sctv","indosiar","trans tv"
"al-Daoud, Rihaab","M","21 - 25 th","Jabar","Mid","tidak","tidak","mnc tv","net","inews","sctv"
"el-Mousa, Hilaal","F","21 - 25 th","Sulawesi","Mid","tidak","ya","net","trans7","tv one","sctv"
"Nunez, Laura","M","26 - 30 th","SUM 2","Mid","tidak","ya","rcti","net","indosiar","trans7"
"Sihombing, Trang","M","21 - 25 th","Jabar","Up2","tidak","ya","net","sctv","rcti","trans7"
"al-Chahine, Yusri","F","21 - 25 th","Sulawesi","Up1","ya","ya","mnc tv","inews","net","sctv"
"Mcgruder, Megan","F","21 - 25 th","SUM 1","Mid","tidak","ya","mnc tv","indosiar","sctv","net"
"Le, Joseph","F","26 - 30 th","SUM 1","Up1","ya","ya","trans7","inews","mnc tv","sctv"
"Rios-Romero, Aaron","F","26 - 30 th","Jabodetabek","Up1","tidak","tidak","sctv","mnc tv","trans tv","trans7"
"al-Taha, Abdul Jabbaar","F","> 30 th","Jabodetabek","Mid","ya","ya","mnc tv","sctv","net","tv one"
"Jones, Terrence","M","26 - 30 th","PUMA","Mid","tidak","tidak","rcti","net","trans tv","sctv"
"Castaneda, Mouneek","F","21 - 25 th","Jateng","Up2","ya","tidak","tv one","inews","net","indosiar"
"Mehta, Amy","M","21 - 25 th","SUM 2","Up1","ya","ya","trans tv","net","mnc tv","inews"
"Nguyen, Yuvann","F","11 - 15 th","Jabodetabek","Up2","ya","tidak","inews","rcti","trans7","sctv"
"Cordova, Colby","F","16 - 20 th","BARA","Super","tidak","ya","sctv","trans7","net","mnc tv"
"al-Beshara, Jadeeda","F","21 - 25 th","SUM 1","Up1","tidak","ya","trans tv","sctv","net","trans7"
"Gilmore, Joshua","M","21 - 25 th","Kalimantan","Up2","ya","ya","sctv","trans tv","trans7","tv one"
"Bylovas, Sean","F","21 - 25 th","Jatim","Mid","tidak","ya","mnc tv","sctv","trans tv","rcti"
"Jauch, Anthony","F","> 30 th","Jateng","Mid","ya","ya","sctv","inews","trans tv","indosiar"
"Duran, Deeray","F","21 - 25 th","SUM 1","Up2","ya","ya","sctv","rcti","net","trans tv"
"Patterson, Jasmine","F","21 - 25 th","SUM 2","Mid","ya","tidak","sctv","net","inews","trans tv"
"Landrum, Derrick","F","11 - 15 th","Jabodetabek","Super","tidak","ya","rcti","trans7","net","inews"
"Morrey, Erin","M","21 - 25 th","Jabar","Mid","tidak","ya","trans tv","inews","tv one","trans7"
"Vigil, Taylor","F","26 - 30 th","Sulawesi","Super","tidak","ya","net","tv one","indosiar","trans7"
"el-Saab, Sabri","M","> 30 th","Jateng","Mid","tidak","ya","rcti","trans7","trans tv","mnc tv"
"Yoxheimer, Dustin","F","11 - 15 th","Jateng","Super","tidak","ya","rcti","trans tv","net","trans7"
"Gonzalez, Michael","F","21 - 25 th","Jabodetabek","Mid","ya","ya","trans tv","trans7","net","mnc tv"
"Marquez, Timothy","M","26 - 30 th","Kalimantan","Up1","tidak","ya","net","trans tv","rcti","sctv"
"Hanson, Kayleigh","M","26 - 30 th","SUM 1","Mid","ya","ya","indosiar","net","sctv","trans7"
"Sykes, Kyle","M","26 - 30 th","Jabodetabek","Up2","ya","ya","net","tv one","rcti","trans7"
"Abdalla-Lenox, Austin","M","16 - 20 th","PUMA","Mid","ya","ya","indosiar","trans tv","rcti","inews"
"el-Abdo, Zaitoona","F","21 - 25 th","Jabar","Up1","tidak","ya","rcti","trans tv","mnc tv","net"
"Moses, Alyssa","M","11 - 15 th","SUM 2","Up1","ya","ya","mnc tv","trans tv","inews","net"
"Savage, Bret","F","26 - 30 th","PUMA","Up1","ya","tidak","trans7","net","sctv","mnc tv"
"Kuck, Sunshine","M","21 - 25 th","Jabar","Super","ya","ya","tv one","net","trans7","sctv"
"Rubio, Nicholas","M","26 - 30 th","Kalimantan","Up1","ya","ya","tv one","net","trans7","rcti"
"al-Nasir, Jumail","M","26 - 30 th","SUM 2","Mid","tidak","ya","tv one","trans tv","trans7","sctv"
"Stafford, Jeffrey","F","21 - 25 th","Jabar","Mid","tidak","ya","net","trans7","sctv","mnc tv"
"Garcia, Kevin","F","> 30 th","Jabodetabek","Mid","ya","ya","trans7","net","rcti","inews"
"King, Leondre","M","21 - 25 th","Jateng","Mid","ya","ya","trans7","trans tv","mnc tv","sctv"
"al-Haque, Raaida","F","21 - 25 th","Jabodetabek","Up1","ya","ya","inews","rcti","trans tv","net"
"Beltran Ruiz, Jorge","M","26 - 30 th","Jatim","Super","tidak","ya","sctv","net","trans7","mnc tv"
"Lehi, Benjamin","M","> 30 th","Jatim","Up2","ya","ya","trans7","rcti","mnc tv","sctv"
"Hinojosa, Kimberly","M","11 - 15 th","Jateng","Super","tidak","ya","trans tv","trans7","sctv","net"
"Price, Abigail","M","11 - 15 th","SUM 2","Up1","tidak","tidak","rcti","indosiar","trans7","inews"
"Ouyang, Machika","F","16 - 20 th","SUM 1","Super","ya","ya","trans7","trans tv","mnc tv","rcti"
"Johnson, Aaron","F","11 - 15 th","Jabar","Up2","ya","tidak","trans7","sctv","inews","mnc tv"
"Carpenter, Daniel","M","26 - 30 th","Jateng","Mid","ya","ya","net","trans7","rcti","sctv"
"Aleman-Sanchez, Brandon","M","21 - 25 th","Jabodetabek","Super","ya","ya","trans7","net","inews","sctv"
"Woods, David","M","21 - 25 th","Jabodetabek","Mid","ya","ya","trans tv","net","rcti","inews"
"Rodriguez, Kain","F","26 - 30 th","Jatim","Super","tidak","ya","trans7","net","sctv","indosiar"
"al-Kaba, Taajuddeen","F","26 - 30 th","SUM 2","Mid","tidak","ya","net","rcti","mnc tv","trans7"
"Cly, Lucas","F","21 - 25 th","Jabodetabek","Up1","ya","ya","rcti","inews","sctv","mnc tv"
"Carlson, Eric","M","> 30 th","SUM 2","Super","tidak","ya","net","trans7","rcti","mnc tv"
"Jones, John","F","21 - 25 th","Jabodetabek","Mid","tidak","ya","sctv","trans tv","trans7","indosiar"
"Griffis, Andrew","F","26 - 30 th","PUMA","Mid","tidak","ya","trans7","inews","trans tv","tv one"
"Guerra, Breanna","F","16 - 20 th","Sulawesi","Super","ya","ya","inews","net","trans7","rcti"
"Aragon-Luby, Abigail","M","> 30 th","Jabodetabek","Super","ya","ya","rcti","net","trans7","inews"
"Stevenson, Rahmel","F","16 - 20 th","SUM 2","Mid","ya","ya","net","inews","rcti","sctv"
"al-Jafri, Haseena","F","> 30 th","PUMA","Mid","ya","ya","trans tv","net","sctv","rcti"
"Hoyte, Jalexis","F","21 - 25 th","Jabodetabek","Mid","tidak","ya","tv one","rcti","net","inews"
"al-Rahaman, Naseera","F","21 - 25 th","PUMA","Up2","ya","ya","tv one","trans7","rcti","inews"
"Pearson, Sierra","F","21 - 25 th","BARA","Mid","tidak","ya","trans7","net","tv one","trans tv"
"Vaughn, Richard","M","> 30 th","Jateng","Mid","tidak","tidak","inews","net","rcti","trans7"
"Alemu, Terrell","M","11 - 15 th","Jatim","Up1","tidak","tidak","inews","net","trans7","mnc tv"
"Martzloff, Chloe","F","26 - 30 th","Jabodetabek","Mid","tidak","ya","net","trans7","inews","tv one"
"Martinez, Taylor","M","21 - 25 th","Jateng","Up2","ya","ya","inews","sctv","trans7","net"
"Rea, Scarlett","M","> 30 th","Jateng","Super","ya","ya","mnc tv","rcti","trans tv","net"
"Quintanilla, Shinji","F","26 - 30 th","Jabar","Super","ya","tidak","net","tv one","trans tv","rcti"
"al-Ismael, Fawzaana","F","26 - 30 th","Jatim","Mid","ya","ya","sctv","mnc tv","net","tv one"
"el-Ramadan, Fawzaana","F","16 - 20 th","Jatim","Super","ya","ya","net","trans7","rcti","mnc tv"
"Shayne, Sydney","F","> 30 th","SUM 1","Mid","ya","ya","net","rcti","inews","sctv"
"Seeley, Chris","F","> 30 th","Jabar","Mid","tidak","tidak","trans7","inews","trans tv","rcti"
"Tieu, Catalina","F","21 - 25 th","Jabodetabek","Mid","ya","ya","rcti","sctv","indosiar","mnc tv"
"Amen, Alan","M","> 30 th","Jabodetabek","Super","ya","tidak","rcti","net","trans7","mnc tv"
"Marquez Martinez, Stephan","F","26 - 30 th","Jabar","Mid","tidak","ya","net","rcti","tv one","sctv"
"Pino, Christopher","M","26 - 30 th","Jabar","Super","tidak","ya","trans7","sctv","inews","trans tv"
"Pan, Lena","F","> 30 th","Jabodetabek","Mid","ya","tidak","mnc tv","sctv","net","rcti"
"el-Shah, Arhab","M","16 - 20 th","Jabodetabek","Up1","tidak","tidak","net","rcti","sctv","mnc tv"
"al-Saade, Tuhfa","M","21 - 25 th","PUMA","Up1","ya","ya","rcti","sctv","trans tv","net"
"Rodriguez-Ruiz, Josue","M","> 30 th","Jatim","Super","tidak","tidak","mnc tv","inews","tv one","net"
"Meraz, Jorge","F","26 - 30 th","Kalimantan","Mid","ya","ya","rcti","sctv","net","trans tv"
"Alvarado, Jason","F","16 - 20 th","PUMA","Mid","tidak","ya","tv one","net","mnc tv","rcti"
"Gallob, Jennie","F","21 - 25 th","Sulawesi","Super","ya","ya","sctv","net","indosiar","trans tv"
"Araujo, Yana","M","21 - 25 th","SUM 1","Mid","ya","ya","sctv","inews","tv one","net"
"Clark, Ibrahima","M","> 30 th","Kalimantan","Up1","tidak","ya","inews","trans tv","trans7","net"
"Baray Perez, Itzel","F","26 - 30 th","Jabodetabek","Mid","ya","ya","trans tv","sctv","inews","net"
"Miller, Monique","F","21 - 25 th","Jabodetabek","Up1","tidak","tidak","trans tv","sctv","net","trans7"
"Roumph, Cailee","M","16 - 20 th","Jatim","Up1","ya","ya","sctv","trans tv","inews","mnc tv"
"el-Dajani, Musheer","F","21 - 25 th","PUMA","Up2","ya","ya","rcti","trans7","inews","trans tv"
"el-Badour, Khaleefa","M","11 - 15 th","Jatim","Super","ya","ya","sctv","trans tv","trans7","inews"
"Lenh, Jacob","M","21 - 25 th","Jatim","Mid","tidak","ya","trans tv","sctv","trans7","indosiar"
"al-Firman, Aamir","F","16 - 20 th","SUM 1","Up2","ya","ya","mnc tv","trans7","trans tv","sctv"
"Jaramillo, Karina","F","21 - 25 th","BARA","Mid","ya","tidak","inews","mnc tv","net","trans7"
"Folkers, Paul","M","26 - 30 th","Jabar","Up2","ya","tidak","sctv","net","trans7","trans tv"
"Neelay, Janice","F","16 - 20 th","SUM 2","Mid","ya","tidak","trans tv","net","inews","trans7"
"Nevarez, Justin","F","26 - 30 th","SUM 2","Mid","tidak","ya","trans tv","mnc tv","inews","sctv"
"Jones, Sh-Lanta","M","> 30 th","SUM 1","Up1","tidak","ya","sctv","rcti","indosiar","trans7"
"Blosser, Austen","M","21 - 25 th","Jabar","Mid","ya","ya","trans tv","trans7","sctv","inews"
"al-Shareef, Yaasmeen","F","> 30 th","Jabodetabek","Up2","ya","ya","trans7","net","inews","sctv"
"Valencia, Anyssa","M","16 - 20 th","BARA","Up1","tidak","ya","net","trans tv","sctv","trans7"
"el-Farooqui, Muneer","F","> 30 th","PUMA","Super","ya","tidak","net","indosiar","inews","trans tv"
"Gutierrez, Lucas","F","26 - 30 th","Jateng","Up1","tidak","ya","rcti","trans tv","sctv","mnc tv"
"el-Aly, Ruwaida","M","11 - 15 th","SUM 2","Mid","tidak","ya","rcti","indosiar","sctv","trans7"
"Mimlitsch, Dominik","F","21 - 25 th","Sulawesi","Mid","ya","ya","net","indosiar","rcti","sctv"
"Ray, Jaimie","M","> 30 th","Jabar","Super","ya","ya","trans7","net","mnc tv","trans tv"
"Hall, Rachel","F","> 30 th","Jabodetabek","Mid","tidak","ya","trans tv","tv one","sctv","net"
"el-Hamed, Zaitoona","F","21 - 25 th","Jabodetabek","Super","ya","ya","mnc tv","trans7","inews","trans tv"
"Smith, Sadyah","F","26 - 30 th","Sulawesi","Up2","tidak","ya","inews","net","trans tv","trans7"
"Landgrave, Laura","F","21 - 25 th","BARA","Mid","tidak","ya","sctv","inews","trans tv","net"
"Randell, Mohamed","F","> 30 th","SUM 1","Mid","tidak","ya","trans7","net","rcti","tv one"
